Pathway_ID,resource_id,sequence_id,Pathway LOD
Course_3_Week_5,Course3_W5-S1-L3_-_Prepositional_phrase_attachment_2-3_-_20_slides_17-22.txt,8,6
Course_3_Week_5,Course3_W5-S1-L4_-_Prepositional_phrase_attachment_3-3_-_18_slides_12-53.txt,9,6
Course_3_Week_5,Course3_W5-S1-L5_-_Statistical_Parsing_-_29_slides_12-52.txt,10,6
Course_3_Week_5,Course3_W5-S1-L6_-_Lexicalized_Parsing_-_12_slides_09-06.txt,11,6
Course_3_Week_5,Course3_W5-S1-L7_-_Dependency_Parsing_-_28_slides_18-04.txt,12,6
Course_3_Week_5,Course3_W5-S1-L8_-_Alternative_Parsing_Formalisms_-_10_slides_10-03.txt,13,6
Course_3_Week_6,Course3_W6-S1-L1_-_Probabilities_-_17_slides_21-11.txt,1,6
Course_3_Week_6,Course3_W6-S1-L2_-_Bayes_Theorem_-_8_slides_10-48.txt,2,6
Course_3_Week_6,Course3_W6-S1-L3_-_Language_Modeling_1-3_-_18_slides_19-21.txt,3,6
Course_3_Week_6,Course3_W6-S1-L4_-_Language_Modeling_1-3_contd_-__5_slides_03-05.txt,4,6
Course_3_Week_6,Course3_W6-S1-L5_-_Language_Modeling_2-3_-_13_slides_10-56.txt,5,6
Course_3_Week_6,Course3_W6-S1-L6_-_Language_Modeling_3-3_-_14_slides_15-06.txt,6,6
Course_3_Week_6,Course3_W6-S1-L7_-_Word_Sense_Disambiguation_-_15_slides_20-06.txt,7,6
Course_3_Week_7,Course3_W7-S1-L1_-_Noisy_Channel_Model_-_8_slides_08-33.txt,1,6
Course_3_Week_7,Course3_W7-S1-L2_-_Part_of_Speech_Tagging_-_15_slides_18-08.txt,2,6
Course_3_Week_7,Course3_W7-S1-L3_-_Hidden_Markov_Models_1-2_-_30_slides_24-41.txt,3,6
Course_3_Week_7,Course3_W7-S1-L4_-_Hidden_Markov_Models_2-2_-_9_slides_05-28.txt,4,6
Course_3_Week_7,Course3_W7-S1-L5_-_Statistical_POS_Tagging_-_16_slides_09-28.txt,5,6
Course_3_Week_7,Course3_W7-S1-L6_-_Information_Extraction_-_10_slides_05-37.txt,6,6
Course_3_Week_7,Course3_W7-S1-L7_-_Relation_Extraction_-_28_slides_21-26.txt,7,6
Course_3_Week_8,Course3_W8-S1-L1_-_Question_Answering_-_21_slides_21-39.txt,1,6
Course_3_Week_8,Course3_W8-S1-L2_-_Evaluation_of_QA__System_Architecture_-_21_slides_21-59.txt,2,6
Course_3_Week_8,Course3_W8-S1-L3_-_System_Architecture_-_9_slides_08-03.txt,3,6
Course_3_Week_8,Course3_W8-S1-L4_-_Question_Answering_Systems_1-2_-_14_slides_14-23.txt,4,6
Course_3_Week_8,Course3_W8-S1-L5_-_Question_Answering_Systems_2-2_-_9_slides_10-55.txt,5,6
Course_3_Week_9,Course3_W9-S1-L1_-_Summarization_-_16_slides_11-50.txt,1,6
Course_3_Week_9,Course3_W9-S1-L2_-_Summarization_Techniques_1-3_-_26_slides_19-49.txt,2,6
Course_3_Week_9,Course3_W9-S1-L3_-_Summarization_Techniques_2-3_-_27_slides_20-34.txt,3,6
Course_3_Week_9,Course3_W9-S1-L4_-_Summarization_Techniques_3-3_-_17_slides_10-23.txt,4,6
Course_3_Week_9,Course3_W9-S1-L5_-_Summarization_Evaluation_-_24_slides_25-49.txt,5,6
Course_3_Week_9,Course3_W9-S1-L6_-_Sentence_Simplification_-_8_slides_05-30.txt,6,6
